mean_heart_rate,mean_rq_distance,mean_rt_distance,mean_pr_distance,mean_qt_distance,mean_tp_distance,mean_st_distance
54.65157052803522,20.40509259259259,28.53310185185185,17.972044159544158,34.86904761904762,42.00231481481482,23.71279761904762
70.01166861143523,14.969696969696969,35.35606060606061,16.863636363636363,42.004629629629626,38.473484848484844,31.916666666666668
64.16160362586113,17.092171717171716,25.371212121212125,17.458333333333336,33.452777777777776,38.62765151515151,20.099999999999998
67.95467148345284,16.690151515151513,26.13484848484848,14.655976430976432,30.266931216931212,38.0260101010101,19.13425925925926
63.98104265402844,21.3,33.166666666666664,16.2,40.01921296296297,39.208333333333336,29.75
79.14941974633352,11.982142857142856,26.409722222222225,14.95734126984127,30.647306397306405,33.96714165464166,21.152680652680655
72.6832489544354,11.840909090909092,51.189393939393945,14.756818181818181,57.84166666666667,37.35606060606061,48.20833333333334
70.09732055178982,13.094696969696969,27.11616161616162,15.192550505050505,31.603030303030305,36.08583754208754,21.293181818181818
61.26286107051359,15.319444444444443,28.920370370370375,15.851851851851853,34.61921296296296,40.37367724867725,24.265046296296294
64.92988058872537,12.808333333333335,25.566666666666666,13.844675925925925,29.592592592592595,40.44166666666667,20.185185185185187
69.57196204896856,12.41666666666667,54.136363636363626,13.749999999999998,54.6,33.621212121212125,47.33333333333332
46.046849325537856,32.95982142857143,35.66220238095238,18.474702380952383,42.98690476190476,48.25119047619049,30.26984126984127
92.40077853939239,11.905555555555553,19.383333333333333,14.418253968253966,25.288503163503165,29.989316239316235,14.779761904761905
65.07605130231362,13.566666666666668,24.84583333333333,15.111111111111112,29.963804713804716,37.223611111111104,20.683501683501685
59.85776001116738,18.65284090909091,28.575757575757574,15.797537878787878,33.017691798941804,41.793497474747475,21.436375661375664
65.1127046340287,23.690151515151513,32.4189393939394,19.78409090909091,39.42321428571429,41.45875420875421,27.480555555555554
91.33500671297647,9.528472222222222,31.577083333333334,14.186694555444555,37.511904761904766,31.44662698412699,28.538888888888888
62.955422640370124,13.58333333333333,24.70833333333333,16.116666666666667,28.712962962962962,40.825,17.85185185185185
76.77582289271987,10.120726495726494,24.370726495726498,15.00320512820513,26.800505050505052,35.54861111111111,16.74368686868687
94.15648993378879,11.295486111111112,24.097685185185185,14.581250000000002,25.48878968253969,27.19318783068783,18.379861111111115
67.88750088912992,14.932449494949495,30.43939393939394,16.75669191919192,37.71060606060606,38.09722222222222,25.84318181818182
56.23788470235797,21.329034391534393,26.750496031746028,16.871362433862434,33.723214285714285,42.73429232804233,20.643849206349206
70.92898009428286,24.03030303030303,21.651515151515152,14.133333333333333,26.683333333333337,35.59848484848485,16.683333333333334
59.66165572985778,20.54444444444444,25.75462962962963,16.106481481481477,30.632903439153438,41.02777777777778,18.81365740740741
58.27484227936697,48.68181818181818,33.754629629629626,16.49259259259259,40.006926406926404,42.28518518518519,29.702546296296294
73.26353840218582,13.454861111111109,21.322916666666668,16.855068542568542,27.00649350649351,37.08680555555556,15.376623376623376
61.341552157143845,15.812962962962962,23.979629629629628,14.656481481481483,28.806712962962962,36.25000000000001,18.16087962962963
65.11350059737156,54.41439393939394,29.96818181818182,20.78333333333333,38.602777777777774,40.93459595959596,26.565740740740736
69.11781052168838,14.022727272727272,48.86363636363635,15.696969696969694,54.925000000000004,38.66287878787879,44.63333333333333
94.98027591608515,10.435069444444444,28.363541666666663,16.375347222222224,33.80815018315018,26.196398046398045,24.653571428571425
0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.13150547641207,27.33374183006536,76.57312091503269,13.852510309679426,78.90672348484848,40.580882352941174,71.24905303030303
64.4384317032913,17.211363636363636,24.252892561983472,15.491856060606061,27.837878787878786,37.58181818181818,18.58080808080808
82.33343508878097,15.787191974691977,26.322745436381805,16.81648212898213,32.67251536342445,33.24923561287198,20.94022038567493
63.35942065915426,22.44977904040404,27.975998622589533,17.210383597883602,34.999557260920895,42.36614219114219,24.20905483405483
79.27973627323918,11.683226495726494,25.755341880341877,13.35897435897436,30.287878787878785,33.70276251526251,21.448232323232318
120.74723541523781,7.688596491228069,21.885167464114833,13.021929824561402,25.37373737373737,19.154001222063428,18.691919191919194
70.98683982082713,13.326388888888891,30.9375,14.607954545454545,34.78939393939394,36.076388888888886,25.656818181818185
66.07929515418503,13.734848484848484,29.613636363636363,14.643939393939396,35.050000000000004,36.42272727272727,25.541666666666668
65.77215970879108,15.800189393939396,27.145833333333332,16.715340909090912,32.541269841269845,39.70435606060606,22.332142857142856
94.36492760452194,8.75,22.46111111111111,15.18030303030303,27.011904761904763,26.401683501683497,18.86904761904762
64.19556490226843,14.357744107744109,31.23569023569023,15.51761363636364,34.68958333333333,36.26119528619528,25.575000000000003
61.269477204931,14.453703703703702,59.37037037037036,15.155092592592595,58.7650462962963,49.11944444444445,50.7962962962963
61.50973021967017,14.358333333333334,26.59166666666667,14.566666666666663,31.046296296296294,40.38333333333333,19.89814814814815
79.8869772372762,10.991452991452993,25.27136752136752,13.807692307692307,30.161931818181817,33.337271062271064,20.57986111111111
63.771283699520446,27.816666666666663,60.566666666666656,19.840151515151515,73.45925925925928,42.63181818181818,57.01018518518518
58.36073235901537,51.03148148148148,28.289814814814815,17.421296296296294,35.122652116402115,43.21547619047619,23.465277777777782
64.17645364384866,14.568181818181818,24.8913813459268,14.575000000000001,30.648484848484852,39.02125147579693,18.993939393939392
67.88595926740904,14.818181818181815,39.25151515151515,16.55606060606061,45.57037037037037,39.15246212121213,34.41111111111111
65.19552041442115,14.42392676767677,26.879706152433425,15.915867003367005,32.32272727272727,42.43078512396694,19.261363636363637
59.563451142910544,15.25378787878788,41.07424242424242,17.04924242424242,45.28703703703704,42.8000962000962,34.63518518518518
105.06234303809754,8.313725490196079,27.308823529411764,13.192226890756302,30.208680555555556,24.121814174387705,23.416666666666668
66.29981015146582,16.389610389610393,25.584090909090907,18.683982683982684,33.101851851851855,42.614285714285714,19.946296296296296
92.77846922874546,10.924206349206349,102.82770562770564,14.710416666666667,114.70113220113222,27.71558441558441,103.93906093906092
78.85304659498208,11.652777777777777,43.09848484848485,13.774621212121213,44.02479338842974,34.64800275482093,35.83471074380165
55.04018691522359,21.592592592592595,30.84375,16.61689814814815,35.6359126984127,42.31481481481482,23.93601190476191
72.54077056057254,15.236111111111107,43.791666666666664,16.9375,52.08106060606061,36.5814393939394,43.96818181818182
72.40152040364357,18.909722222222225,24.124999999999996,14.601473063973065,27.888973063973065,35.662247474747474,17.780303030303028
0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.11107313878703,15.252272727272727,27.665151515151518,15.784848484848487,33.2675925925926,40.333333333333336,20.421296296296298
74.31514401952099,11.430555555555555,38.6826923076923,14.674679487179489,44.486111111111114,37.53472222222222,35.05492424242424
91.61586867231547,11.22777777777778,23.10909090909091,17.681250000000002,27.793388429752063,24.688744588744587,19.084415584415584
85.08149945565445,12.993589743589745,35.91666666666667,17.41794871794872,40.54861111111111,29.442948717948713,30.610479797979803
87.17330214267015,10.113492063492062,28.117857142857144,13.494444444444447,33.49542124542125,30.96550671550672,22.69230769230769
58.03234491781377,16.97222222222222,49.60185185185185,17.11111111111111,58.125,42.8968253968254,45.40625
103.75609059075681,8.106924019607842,54.989304812834234,12.873623578219167,51.51931818181818,24.053268070313525,45.64545454545455
0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.47531004285199,22.694444444444443,51.46296296296297,17.14814814814815,55.850198412698425,46.67476851851851,42.21875
88.83838377331453,13.166666666666666,38.791666666666664,14.469108669108666,41.45338966588967,28.808531746031747,33.17307692307693
71.86869697171174,15.080176767676768,28.62121212121212,15.321338383838386,34.64848484848485,37.61477272727273,25.01212121212121
63.00012962835509,16.101515151515155,28.60378787878788,18.244444444444444,30.94027777777778,39.211363636363636,21.689814814814813
0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.68107782402762,12.166035353535356,29.378156565656568,13.822601010101009,33.89621212121212,38.69785353535354,23.825
0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.19138755980862,23.143181818181816,33.94462809917355,23.683922558922557,45.29292929292929,40.16010101010101,26.238383838383836
79.24476778884973,12.775641025641027,27.057692307692307,14.827457264957266,32.977272727272734,34.67820512820513,22.694444444444443
68.86660310140422,13.871212121212123,27.143939393939394,14.909090909090908,32.78333333333333,38.81313131313131,22.191666666666666
77.57976570744482,12.375,27.097222222222225,15.412247474747476,30.934090909090912,33.621527777777786,21.537878787878785
64.45472744947502,15.789141414141417,32.71338383838384,17.734848484848488,39.324999999999996,41.33712121212121,29.075
0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.26403098086814,10.22481684981685,55.467032967032964,17.08745421245421,62.44391025641025,32.47552447552447,51.8707264957265
56.67060212514759,15.731481481481481,32.41666666666667,16.490740740740744,36.958333333333336,39.40856481481482,27.541666666666668
66.41467041959005,23.470321637426903,28.059892787524362,17.515740740740743,32.61623677248678,41.38489057239057,21.328199891067538
62.368361926911746,17.851406926406927,25.5008658008658,15.349567099567102,30.860185185185184,39.12976190476191,18.76111111111111
93.93290616836482,13.439236111111112,57.41180555555555,17.17222222222222,58.734523809523814,54.50644841269841,49.338227513227515
72.37504092283397,11.805555555555557,24.680555555555554,15.234974747474746,29.174242424242422,35.638888888888886,18.333333333333332
65.91788916055422,16.849242424242423,26.26041666666667,15.19223484848485,32.8943783068783,38.745075757575755,20.632804232804233
54.8466903047164,18.265488215488215,28.143813131313127,16.015046296296294,34.06630291005291,44.53344155844155,23.99980158730159
57.0014905481216,20.083333333333332,26.90909090909091,17.870370370370367,32.571969696969695,44.19191919191919,22.193181818181817
67.80200216564687,28.3719696969697,25.052272727272733,26.261363636363637,37.225132275132275,37.235185185185195,18.897222222222222
66.71522603094255,13.483333333333333,28.88257575757576,13.577272727272726,33.6287037037037,39.58737373737373,21.454629629629633
0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.83366342667358,18.283333333333335,37.325,18.95,36.00000000000001,40.778703703703705,26.925925925925924
73.34979208563028,19.45707070707071,42.85732323232323,14.180429292929295,46.197438672438665,35.568939393939395,35.510606060606065
95.35876664686846,12.405555555555557,46.32222222222222,15.925931938431937,48.60714285714286,28.178409090909096,40.654761904761905
82.89362740158984,13.243589743589743,53.070512820512825,16.998834498834494,55.91477272727272,35.92307692307691,48.194444444444436
64.40476357894688,15.756481481481481,25.480555555555554,14.95185185185185,32.06365740740741,39.51574074074074,20.040509259259256
103.915611322269,13.2401339888182,109.42031521110466,14.994098494098495,102.73539886039886,23.29663742690059,99.63675213675214
65.55587372038086,13.93939393939394,23.795454545454547,16.598484848484848,28.933333333333334,39.780303030303024,18.400000000000002
60.63858009899811,19.703703703703706,23.850694444444443,19.11226851851852,31.69940476190476,43.385416666666664,17.125
76.99653097858946,11.738782051282051,28.756944444444443,17.58673271173271,32.49368686868687,33.649572649572654,22.212752525252526
72.21667096696864,13.243055555555555,24.819444444444446,15.444444444444445,30.416666666666668,36.54166666666667,18.401515151515152
61.989975983874594,15.27207792207792,26.689177489177485,16.162770562770564,31.733333333333334,42.33452380952381,20.55833333333333
84.66819357889064,10.613095238095239,53.31547619047618,13.57936507936508,54.76495726495727,32.493589743589745,45.65384615384615
50.40635329706554,26.646990740740737,25.19560185185185,17.26273148148148,29.992559523809522,40.71577380952381,19.15922619047619
67.92237442922374,14.595454545454546,27.255303030303025,15.365151515151515,31.934259259259264,38.80631313131313,19.86388888888889
55.73771536107957,20.50374579124579,37.15799663299663,17.115972222222222,40.98690476190476,44.27786195286195,29.747222222222224
81.88804562135533,11.237179487179487,22.698717948717952,15.17948717948718,26.73611111111111,30.840583028083028,17.15277777777778
64.63822717274303,14.25530303030303,32.2189393939394,15.361363636363636,36.209259259259255,41.10394420394421,25.06203703703704
65.15958960322877,20.168073593073593,24.532467532467532,16.74613997113997,30.80681216931217,39.93517316017316,18.661111111111115
68.42125103892714,14.447979797979798,29.971717171717174,17.540782828282826,31.924999999999997,35.62988215488216,20.44107744107744
48.552064939599354,24.5625,28.552083333333332,19.583333333333332,32.55952380952381,47.958333333333336,20.396825396825403
75.6880733944954,10.6875,30.881944444444446,15.4375,35.833333333333336,36.87916666666667,26.84090909090909
63.914338295541945,13.954545454545451,23.870454545454546,14.866666666666667,28.52037037037037,37.399158249158255,18.925
95.61031105219406,8.625694444444443,48.638194444444444,13.53927045177045,47.348015873015875,27.485511363636363,41.41130952380952
87.52775719500018,12.162806637806638,59.348088023088025,14.691269841269841,59.768040293040286,29.36772486772487,51.39175824175823
68.6520831223391,16.279671717171716,30.294077134986228,15.955597643097642,33.34338842975206,36.35826446280991,21.312396694214875
75.56205492081347,11.114850427350426,22.959935897435898,15.596930846930846,27.33207070707071,35.004564879564875,18.549873737373737
0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.54497147630706,16.291666666666668,31.583333333333332,17.7,34.11111111111111,41.61087962962963,22.537037037037038
81.38117983407409,12.681732156732158,30.854501054501053,17.6748334998335,33.70431836681836,25.06410533910534,27.742777130277123
0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.77562829424274,18.19172494172494,67.84598734598735,17.183857346357346,64.688690097781,33.355303030303034,61.225291375291384
49.681940201930296,21.587962962962962,41.754629629629626,19.369212962962962,47.70982142857144,48.571990740740745,33.217261904761905
71.82047388476637,12.977272727272727,21.765151515151516,13.745454545454548,26.489814814814817,34.333333333333336,18.166666666666664
82.40530939124302,14.921874999999998,38.065838675213676,14.297970085470086,37.55138888888888,33.272130647130645,30.74633838383838
68.81349974219899,12.27651515151515,28.099116161616163,14.950757575757578,32.71515151515151,38.36837121212122,23.806818181818183
111.8268281404272,11.432539148382466,57.01603513258851,11.969823762838466,57.61949595543345,23.12994202488688,53.812171743697476
54.54625014145508,24.06944444444444,34.742592592592594,18.679629629629627,34.35069444444444,43.8912037037037,20.29513888888889
73.88866207399057,14.404040404040403,36.15782828282828,17.902146464646467,39.606818181818184,33.556755050505046,28.723484848484855
66.52499932324515,18.666666666666668,30.31060606060606,16.93181818181818,36.06679894179894,39.92007575757576,25.34166666666667
65.0582957111936,13.371212121212123,28.289256198347104,14.909932659932663,29.472727272727273,38.28181818181818,19.40909090909091
78.6191727180256,20.303273115773116,68.45940170940172,20.238209013209012,73.427398989899,28.928205128205125,62.51616161616162
91.56141106880047,14.793719026071964,31.471245421245417,17.227659942182,36.7119391025641,24.845192307692304,25.117788461538463
66.0557475203906,15.293939393939395,56.413095238095245,15.609848484848484,63.14907407407407,37.00833333333333,54.29807692307693
98.60314463596012,9.057291666666666,25.557291666666668,13.5036689005439,29.412301587301588,28.32075748325748,23.28333333333333
89.01417594110687,10.983241758241759,21.718101343101342,15.437423687423687,27.482496669996674,33.4253663003663,16.42849511599512
66.85859571499158,13.977272727272727,27.49242424242424,14.537878787878787,33.425000000000004,40.090909090909086,21.575
73.14372147043728,13.763888888888888,24.652777777777782,14.909722222222221,29.409090909090907,34.39727633477633,18.272727272727277
94.7662593987111,8.69236111111111,24.564236111111114,13.118055555555555,29.5984126984127,26.947222222222223,22.444444444444443
106.33461962629833,51.077823691460054,65.03472222222223,13.161001559714796,22.0,28.15,58.27310924369748
61.32164546050572,19.30648148148148,27.427777777777777,18.250000000000004,35.80671296296296,44.472685185185185,22.06134259259259
73.70778686801812,47.99167499167499,36.77547568172569,21.48275173900174,44.2682178932179,29.677723665223667,32.921762265512264
66.80687180230815,17.450757575757574,30.603787878787884,15.245833333333332,34.10542328042328,39.753114478114476,23.04351851851852
50.80754450312231,39.34583333333333,30.54236111111111,21.186309523809523,36.99246031746032,47.40625,19.925925925925924
82.38772637555341,11.519230769230768,30.967948717948715,12.794871794871794,35.743055555555564,33.50160256410256,26.819444444444446
0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.287610353667795,22.625,25.40625,19.739583333333332,32.714285714285715,44.90625,18.321428571428573
48.12537853476537,96.83603896103895,29.388392857142858,18.83829365079365,37.5512987012987,44.2921626984127,23.26150793650794
69.28852496330627,14.330808080808081,34.54124579124579,16.10942760942761,41.37916666666667,38.67424242424242,30.097916666666666
99.21053021337543,9.125,28.357954545454547,15.058035714285714,30.76450216450216,25.088636363636365,22.83030303030303
57.29856857809475,23.588274198568314,35.99486461251167,16.051388888888887,42.38333333333333,44.150958994708986,28.26111111111111
86.94845227720218,13.39880952380952,50.553571428571416,15.625381562881563,58.73344017094016,28.221810134310136,48.099893162393165
61.99770378874857,16.975000000000005,26.12727272727273,19.033333333333335,32.5959595959596,34.91818181818183,19.88888888888889
68.95898137667933,15.900757575757579,29.54318181818182,16.19621212121212,35.711111111111116,40.297474747474745,26.13518518518519
97.78182976915451,13.989583333333334,72.11931818181819,14.132275132275131,73.07646520146521,30.85660173160173,64.54199134199135
77.88379073756433,11.340277777777777,44.29861111111111,15.364267676767676,48.810606060606055,33.40997474747475,40.50757575757576
76.37432497063082,13.030448717948717,26.946581196581196,14.833818958818961,31.67058080808081,36.766666666666666,21.70770202020202
61.12400462596622,18.514153439153443,36.08716931216931,17.728703703703705,36.79050925925926,41.62457912457912,27.207086894586897
72.69578622612035,13.160159285159283,25.569444444444446,15.927301864801867,30.819318181818186,35.90638111888112,20.215151515151515
77.48880169450328,14.166666666666666,66.23717948717949,16.646153846153847,72.64015151515152,33.62635327635328,63.166666666666664
85.92738188663621,10.833333333333334,23.065476190476193,16.103021978021978,28.698717948717945,27.99786324786325,18.955128205128208
52.767118636600195,64.78125,76.31481481481481,23.36041666666667,85.40165343915343,42.96425264550265,73.65658068783068
56.58154988110318,19.12962962962963,47.666666666666664,18.972222222222225,54.322916666666664,49.27777777777777,38.71875
63.30140549012186,18.916666666666668,29.46666666666667,16.15092592592593,34.90972222222222,39.50787037037037,23.83333333333333
59.174041656290036,17.694444444444446,72.3838383838384,22.348379629629633,66.52272727272727,42.65873015873015,58.19318181818182
0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.34248211710296,12.041666666666666,45.82575757575757,17.142676767676765,51.69421487603306,36.56168831168831,43.264462809917354
59.03895552871332,55.692129629629626,28.636805555555554,16.15740740740741,34.107804232804234,43.62847222222222,21.708333333333332
69.04487917146143,20.09090909090909,22.962121212121207,20.40075757575757,31.927314814814817,39.73712121212122,18.133333333333333
59.08545638707273,32.9425925925926,27.9212962962963,20.46660052910053,35.8109126984127,44.635185185185186,22.78587962962963
60.00926806421108,12.257407407407406,59.50740740740741,18.08055555555556,63.96180555555554,32.6087962962963,55.02893518518519
64.64402688322149,14.098484848484851,29.41666666666666,14.742424242424244,31.741666666666664,38.36893939393939,21.091666666666665
71.12566395850045,14.712121212121213,69.68181818181817,17.992424242424242,75.7601851851852,35.81565656565656,65.31666666666666
54.329033378321135,24.50568783068783,45.45846560846561,19.238756613756614,49.63078703703704,47.11689814814815,34.724537037037045
84.98186731258596,22.758009004884002,30.56499160561661,19.330280830280834,32.40678418803419,39.68708791208792,26.876968864468864
54.46207442047176,20.37615740740741,31.75462962962963,17.172453703703706,37.59375000000001,44.067129629629626,24.59970238095238
70.37495241338178,15.450126262626261,24.319444444444446,15.234722222222224,28.805387205387202,37.41069023569023,17.49621212121212
72.2819074130457,22.62121212121212,23.151515151515152,13.832575757575755,26.363095238095237,34.18181818181819,14.800000000000002
71.31816734774159,51.218434343434346,90.91735537190084,19.07039141414141,113.68686868686869,36.50543093270366,80.92727272727274
63.12100344318742,18.208333333333332,60.48333333333333,18.04375,68.75760582010582,48.62962962962964,55.37962962962964
55.36283213611477,25.044146825396826,34.46471861471861,19.388029100529103,39.61753246753247,45.88051948051948,23.795454545454547
91.9992314717872,10.434523809523808,25.24025974025974,13.676373626373625,29.055944055944053,31.15249901613538,20.440559440559444
66.14318563378066,52.53535353535354,26.090313852813853,21.81174242424242,32.57310606060606,38.03516113516113,17.067340067340066
77.83784611614801,13.701388888888888,43.569444444444436,14.761574074074074,46.53882575757576,35.28125,38.833333333333336
76.2113278333342,11.919920357420358,29.556478243978244,15.381313131313133,33.40681818181818,35.58611111111111,21.777272727272727
73.46259516265287,14.25,25.201388888888886,15.118055555555555,30.397979797979797,37.68055555555556,21.015151515151512
64.21410417862216,21.13156565656566,28.342760942760947,15.475357744107747,32.96332671957672,41.48055555555555,21.20462962962963
88.26798719096269,44.83234126984127,38.64176587301588,18.887660256410257,40.22187950937951,28.378703703703703,35.48763736263736
0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.50600723947476,19.686080586080585,27.050949050949054,15.088102869352868,32.636849261849264,30.428571428571423,21.94036519036519
66.55535394036,32.31439393939394,45.301346801346796,15.361237373737376,48.04520202020202,37.168771043771045,39.16231060606061
78.02214957007696,18.711004273504273,26.943376068376068,16.014957264957264,32.51338383838384,33.45833333333332,19.729797979797983
63.86377540615866,24.242424242424246,40.93181818181818,18.04015151515151,45.12870370370371,40.773737373737376,33.73333333333333
96.91613414135826,10.294444444444444,19.277777777777775,14.443406593406594,24.576923076923077,27.24960317460318,14.363095238095235
67.24473091380314,13.731944444444444,32.36111111111111,14.961111111111114,35.38468013468013,38.861111111111114,26.932659932659934
0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.59055720473752,10.743055555555557,45.85416666666666,16.431818181818183,46.696969696969695,32.614267676767675,38.416666666666664
70.60610684265914,21.631944444444446,27.465277777777775,21.794191919191917,30.881313131313135,31.76414141414141,21.074242424242424
70.95758689038256,15.878156565656568,28.830176767676765,15.148989898989901,32.315614478114476,37.13720538720539,20.12651515151515
0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.21385353530462,9.088541666666666,21.765625,13.356250000000001,26.547619047619047,25.710416666666664,17.688888888888886
80.8476682021646,25.613782051282055,24.17094017094017,15.410256410256409,29.723484848484848,33.131232193732195,19.329545454545457
66.09453698170624,14.534848484848489,62.58560606060607,17.25378787878788,71.68425925925926,41.31136363636364,58.90833333333333
54.8874866101094,20.727513227513228,30.890211640211643,18.134920634920636,36.12152777777778,43.57804232804233,24.854166666666668
64.01391504886259,15.503030303030302,23.936363636363637,15.957575757575755,29.800925925925924,38.300925925925924,19.050925925925924
64.92921492921492,13.348484848484851,28.63636363636364,13.428030303030305,33.87499999999999,42.37878787878788,24.058333333333337
55.727570865367255,19.407407407407405,63.38888888888889,16.47222222222222,72.56696428571429,42.44444444444445,62.541666666666664
91.15456238361264,12.75,53.87272727272727,13.887742812742813,53.89682539682539,18.25612619703529,51.5974025974026
83.35796125315399,12.557692307692307,28.53205128205128,16.470036907536908,32.27234848484848,32.48290598290598,22.07638888888889
81.93698853377838,12.492216117216117,53.63461538461538,15.990384615384615,56.296328671328666,33.80128205128206,48.23076923076923
87.21582742804297,12.05357142857143,39.773809523809526,15.95300532800533,41.5590811965812,28.133516483516484,33.93589743589743
72.71449268125825,16.78219696969697,24.30871212121212,18.383207070707073,31.773400673400673,37.80492424242424,17.21818181818182
61.57940363318286,17.341666666666665,28.345454545454547,15.655555555555551,31.588383838383834,40.049927849927855,21.707070707070706
51.28173485429801,20.49814814814815,25.83101851851852,20.080257936507937,31.014880952380953,42.15486111111111,18.92662037037037
63.339712392043076,22.325000000000003,28.958333333333332,15.95412457912458,36.468121693121695,41.87367424242424,21.329166666666666
70.12307092932033,14.687878787878788,26.951515151515153,15.000000000000002,32.08425925925926,38.26352813852814,21.449074074074076
65.34827632878678,14.79166666666667,28.147727272727277,15.81439393939394,30.06574074074074,39.01994949494949,19.038888888888888
57.50433431055893,33.60092592592593,33.36944444444445,15.157407407407405,39.63287037037037,41.22685185185185,28.034722222222225
